CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORIA,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD ,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST DATE,ASSIGMENT DATE,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),WEEK BASE LIMA,PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,CP OBSERVACIONES,OC2,,
2023-2024,LIQUIDADO,23-055-HPER,4700002857,OMAR,EDEN,AGQ,DISPER COMPLEX,-,2023-1527,"20,000.00",KG,EUR,"145,000.00","159,500.00",90,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,40,27/3/2023,30/5/2023,,26/5/2023,FORBIS,CMA CGM,IBC1086999,TIIU4346146,21/6/2023,26/6/2023,26,FBME2307242/1,AS ANNE 0LISMS1MA,23/7/2023,29,SI,22/6/2023,IMUPESA,PASOC,82633,12/7/2023,21/7/2023,118-2023-10-275438-01-3-00,23/7/2023,24/7/2023,23/7/2023,NA,NA,27/7/2023,PASOC,26/7/2023,T001-8494,GUZMAN,26/7/2023,30,FUNDO ARMONIA,,4/8/2023,31,14/8/2023,3/8/2023,EG07-00000102,,Carga completada. Quedó en CP. sin booking [23-055-HPER/4700002857/TIIU4346146],4700002857,,
2023-2024,LIQUIDADO,23-056-HPER,4700002859-1,OMAR,CODIAGRO,AGQ,FITOKONTROL-K,-,482,"17,000.00",LT,EUR,"43,411.20","47,752.32",0,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,20 ST,34,,30/5/2023,16/5/2023,26/5/2023,FORBIS,CMA CGM,IBC1090348,FCIU2735592,23/6/2023,3/7/2023,27,ME2307615/1,CALLAO EXPRESS,4/8/2023,31,SI,12/7/2023,IMUPESA,PASOC,83031,23/7/2023,2/8/2023,118-2023-10-290816-01-5-00,4/8/2023,5/8/2023,4/8/2023,NA,NA,17/8/2023,PASOC,8/8/2023,T001-9268,GUZMAN,8/8/2023,32,FUNDO ARMONIA,,19/8/2023,33,22/8/2023,18/8/2023,EG07-00000121,,"carga comlpetada. Quedó en CP. sin Factura,booking,etiquetas.[23-056-HPER/4700002859-1/FCIU2735592]",4700002859-1,,
2023-2024,LIQUIDADO,23-056-HPER,4700002859-1,OMAR,CODIAGRO,AGQ,FITOKONTROL-K,-,483,"17,000.00",LT,EUR,"43,411.20","47,752.32",0,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,20 ST,34,,30/5/2023,16/5/2023,26/5/2023,FORBIS,CMA CGM,IBC1090348,CMAU0661875,23/6/2023,3/7/2023,27,ME2307615/1,CALLAO EXPRESS,4/8/2023,31,SI,12/7/2023,IMUPESA,PASOC,83031,23/7/2023,2/8/2023,118-2023-10-290816-01-5-00,4/8/2023,5/8/2023,4/8/2023,NA,NA,17/8/2023,PASOC,8/8/2023,T001-9267,AGERSA,8/8/2023,32,FUNDO ARMONIA,,11/8/2023,32,14/8/2023,10/8/2023,EG07-00000108,,"carga comlpetada. Quedó en CP. sin Factura,booking,etiquetas.[23-056-HPER/4700002859-1/CMAU0661875]",4700002859-1,,
2023-2024,LIQUIDADO,23-057-HPER,4700002860,MELANIE,EARIS,SPAREPARTS,CALIBRADOR DE BANDA PERFORADORA,-,2023-FV-0195,1.00,UN,EUR,"16,980.00","18,678.00",0,EXW,SEA,LCL/LCL,ESPAÑA,VALENCIA,CALLAO,NA,NA,,,2/8/2023,17/7/2023,26/7/2023,AIRSEALOG,CMA CGM,,CMAU4588875,2/8/2023,14/8/2023,33,230102722/0103,CMA CGM MALTA 0LIC6S1MA,10/9/2023,36,SI,23/8/2023,ALFOSAC,LIP,13816,5/9/2023,7/9/2023,118-2023-10-342789-01-1-00,10/9/2023,12/9/2023,11/9/2023,NA,NA,,LIP,14/9/2023,T001-1036,AGERSA,14/9/2023,37,PACKING SALAVERRY,27/9/2023,28/9/2023,39,16/10/2023,EG03-00000829,EG07-00000135,,"Carga completada. Quedó en CP sin etiquetas,booking,punto de llegada[23-057-HPER/4700002860/CMAU4588875]",4700002860,,
2023-2024,LIQUIDADO,23-058-HPER,4700002864,MELANIE,INTRALOX,SPAREPARTS,RPTOS VARIOS PARA FAJAS TRANSPORTADORAS ,-,2900627,1.00,UN,USD,"4,102.63","4,102.63",0,FCA,AIR,AIR,USA,LOS ANGELES,LIMA,NA,NA,1,9/6/2023,NA,9/6/2023,15/6/2023,AIRSEALOG,AIRMAX,,,22/6/2023,28/6/2023,26,HMIA23002630,,28/6/2023,26,SI,27/6/2023,SHOHIN,LIP,9643,27/6/2023,27/6/2023,235-2023-10-091035-01-7-00,28/6/2023,28/6/2023,30/6/2023,NA,NA,,LIP,1/7/2023,T001-482,AGERSA,1/7/2023,26,PACKING CHAO,,11/7/2023,28,12/7/2023,10/7/2023,EG07-00000081,,NA,4700002864,,
2023-2024,LIQUIDADO,23-059-HPER,4700002859-2,OMAR,CODIAGRO,AGQ,FITOKONTROL-K,-,481,"2,000.00",LT,EUR,"5,107.20","5,617.92",0,EXW,SEA,LCL/LCL,ESPAÑA,VALENCIA,CALLAO,0,NA,2,,26/5/2023,16/5/2023,26/5/2023,AIRSEALOG,CMA CGM,,BMOU5252732,24/6/2023,1/7/2023,26,012023053087-A,CMA CGM MALTA 0LIBUS1MA,30/7/2023,30,SI,4/7/2023,VILLAS OQUENDO,PASOC,82524,19/7/2023,27/7/2023,118-2023-10-283473-01-9-00,30/7/2023,31/7/2023,30/7/2023,NA,NA,,PASOC,3/8/2023,T001-8953,AGERSA,3/8/2023,31,FUNDO ARMONIA,,10/8/2023,32,14/8/2023,9/8/2023,EG03-00000391,,"Carga completada.Quedó en CP. con Depósito pendiente, sin booking, sin etiqueta[23-059-HPER/4700002859-2/BMOU5252732]",4700002859-2,,
2023-2024,LIQUIDADO,23-060-HPER,4700002841-1,TATIANA,JCK,E & E,PUNNET 250G H40 JCK,,846,"601,560.00",UN,USD,"24,062.40","24,062.40",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,557,16/5/2023,19/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,UACU6010744,26/5/2023,29/5/2023,22,ASLCLS00028876,MAERSK BISCAYNE 319W,2/6/2023,22,SI,1/6/2023,IMUPESA,PASOC,,2/6/2023,1/6/2023,118-2023-10-203004-01-7-00,3/6/2023,4/6/2023,2/6/2023,NA,NA,13/6/2023,PASOC,8/6/2023,T001-5619,AGERSA,8/6/2023,23,,,20/6/2023,25,20/6/2023,19/6/2023,EG07-00000077,,"Carga completada. Quedó en CP sin Ag. de carga,depósito,factura,Inconterm,Booking,bL,etiquetas[23-060-HPER/4700002841/UACU6010744]",4700002841-1,,
2023-2024,LIQUIDADO,23-060-HPER,4700002841-1,TATIANA,JCK,E & E,PUNNET CESTA PET UK 150g,,846,"820,800.00",UN,USD,"23,803.20","23,803.20",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,675,16/5/2023,19/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,UACU5383065,26/5/2023,29/5/2023,22,ASLCLS00028876,MAERSK BISCAYNE 319W,2/6/2023,22,SI,1/6/2023,IMUPESA,PASOC,,2/6/2023,1/6/2023,118-2023-10-203004-01-7-00,3/6/2023,4/6/2023,2/6/2023,NA,NA,13/6/2023,PASOC,8/6/2023,T001-5618,AGERSA,8/6/2023,23,,,24/6/2023,25,26/6/2023,23/6/2023,EG07-00000078,,"Carga completada. Quedó en CP sin Ag. de carga,depósito,factura,Inconterm,Booking,bL,etiquetas[23-060-HPER/4700002841/UACU5383065]",4700002841-1,,
2023-2024,LIQUIDADO,23-060-HPER,4700002841-1,TATIANA,JCK,E & E,PUNNET CESTA PET UK 150g,,846,"820,125.00",UN,USD,"23,783.63","23,783.63",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,675,16/5/2023,19/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,TCLU6328905,26/5/2023,29/5/2023,22,ASLCLS00028876,MAERSK BISCAYNE 319W,2/6/2023,22,SI,1/6/2023,IMUPESA,PASOC,,2/6/2023,1/6/2023,118-2023-10-203004-01-7-00,3/6/2023,4/6/2023,2/6/2023,NA,NA,13/6/2023,PASOC,8/6/2023,T001-5617,AGERSA,9/6/2023,23,,,19/6/2023,25,19/6/2023,18/6/2023,EG07-00000076,,"Carga completada. Quedó en CP sin Ag. de carga,depósito,factura,Inconterm,Booking,bL,etiquetas[23-060-HPER/4700002841/TCLU6328905]",4700002841-1,,
2023-2024,LIQUIDADO,23-061-HPER,4700002841-2,TATIANA,JCK,E & E,PUNNET PET 11OZ 5X7,,853,"498,240.00",UN,USD,"29,894.40","29,894.40",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,692,16/5/2023,30/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,FANU1642737,28/6/2023,2/7/2023,26,ASLCLS00029243,SAN ANTONIO EXPRESS,7/7/2023,27,SI,3/7/2023,IMUPESA,PASOC,81103,3/7/2003,6/7/2023,118-2023-10-253720-01-8-00,8/7/2023,9/7/2023,7/7/2023,NA,NA,,PASOC,11/7/2023,T001-7566,AGERSA,11/7/2023,28,PACKING CHAO,,20/7/2023,29,20/7/2023,19/7/2023,EG07-00000084,,"Carga completada. Quedó sin booking,etiquetas[23-061-HPER/4700002841-2/FANU1642737]",4700002841-2,,
2023-2024,LIQUIDADO,23-061-HPER,4700002841-2,TATIANA,JCK,E & E,PUNNET CESTA PET UK 150g,,853,"820,125.00",UN,USD,"23,783.63","23,783.63",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,675,16/5/2023,30/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,UACU5862129,28/6/2023,2/7/2023,26,ASLCLS00029243,SAN ANTONIO EXPRESS,7/7/2023,27,SI,3/7/2023,IMUPESA,PASOC,81103,3/7/2003,6/7/2023,118-2023-10-253720-01-8-00,8/7/2023,9/7/2023,7/7/2023,NA,NA,,PASOC,11/7/2023,T001-7568,AGERSA,11/7/2023,28,PACKING CHAO,,26/7/2023,30,26/7/2023,25/7/2023,EG07-000000092,,"Carga completada. Quedó sin booking,etiquetas[23-061-HPER/4700002841-2/UACU5862129]",4700002841-2,,
2023-2024,LIQUIDADO,23-061-HPER,4700002841-2,TATIANA,JCK,E & E,PUNNET PET 11OZ 5X7,,853,"498,240.00",UN,USD,"29,894.40","29,894.40",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,692,16/5/2023,30/5/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,HLBU2237953,28/6/2023,2/7/2023,26,ASLCLS00029243,SAN ANTONIO EXPRESS,7/7/2023,27,SI,3/7/2023,IMUPESA,PASOC,81103,3/7/2003,6/7/2023,118-2023-10-253720-01-8-00,8/7/2023,9/7/2023,7/7/2023,NA,NA,,PASOC,11/7/2023,T001-7567,AGERSA,11/7/2023,28,PACKING CHAO,,20/7/2023,29,20/7/2023,19/7/2023,EG07-00000085,,"Carga completada. Quedó sin booking,etiquetas[23-061-HPER/4700002841-2/HLBU2237953]",4700002841-2,,
2023-2024,LIQUIDADO,23-062-HPER,4700002841-3,TATIANA,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,,854,"244,776.00",UN,USD,"23,498.50","23,498.50",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,658,16/5/2023,3/7/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,SEKU6285136,5/7/2023,8/7/2023,27,ASLCLS00029250,DUBLIN EXPRESS 325W,13/7/2023,28,SI,7/7/2023,IMUPESA,PASOC,81650,7/7/2023,12/7/2023,118-2023-10-261187-01-3-00,14/7/2023,14/7/2023,13/7/2023,NA,NA,24/7/2023,PASOC,20/7/2023,T001-8173,AGERSA,20/7/2023,29,PACKING SALAVERRY,,15/8/2023,33,15/8/2023,14/8/2023,EG07-00000115,,carga completada. Quedó en CP. sin booking[23-062-HPER/4700002841-3/SEKU6285136],4700002841-3,,
2023-2024,LIQUIDADO,23-062-HPER,4700002841-3,TATIANA,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,,854,"244,776.00",UN,USD,"23,498.50","23,498.50",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,658,16/5/2023,3/7/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,HLBU1439712,5/7/2023,8/7/2023,27,ASLCLS00029250,DUBLIN EXPRESS 325W,13/7/2023,28,SI,7/7/2023,IMUPESA,PASOC,81650,7/7/2023,12/7/2023,118-2023-10-261187-01-3-00,14/7/2023,14/7/2023,13/7/2023,NA,NA,24/7/2023,PASOC,20/7/2023,T001-8172,AGERSA,20/7/2023,29,PACKING SALAVERRY,,15/8/2023,33,15/8/2023,14/8/2023,EG07-00000116,,carga completada. Quedó en CP. sin booking [23-062-HPER/4700002841-3/HLBU1439712],4700002841-3,,
2023-2024,LIQUIDADO,23-063-HPER,4700002841-4,TATIANA,JCK,E & E,PUNNET 250G H40 JCK,,858,"605,880.00",UN,USD,"24,235.20","24,235.20",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,748,16/5/2023,30/6/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,TEMU7527350,25/7/2023,28/7/2023,30,ASLCLS00029253,MAERSK ACADIA 327W,1/8/2023,31,SI,20/7/2023,IMUPESA,PASOC,82649,20/7/2023,27/7/2023,118-2023-10-283900-01-4-00,2/8/2023,3/8/2023,31/7/2023,NA,NA,13/8/2023,PASOC,8/8/2023,T001-9305,AGERSA,8/8/2023,32,PACKING SALAVERRY,,11/8/2023,32,17/8/2023,10/8/2023,EG07-00000107,,"Carga completada. Quedó en CP. sin booking,punto de llegada[23-063-HPER/4700002841-4/TEMU7527350]",4700002841-4,,
2023-2024,LIQUIDADO,23-063-HPER,4700002841-4,TATIANA,JCK,E & E,PUNNET CESTA PET UK 150g,,858,"820,125.00",UN,USD,"23,783.63","23,783.63",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,675,16/5/2023,30/6/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,TCNU7109410,25/7/2023,28/7/2023,30,ASLCLS00029253,MAERSK ACADIA 327W,1/8/2023,31,SI,20/7/2023,IMUPESA,PASOC,82649,20/7/2023,27/7/2023,118-2023-10-283900-01-4-00,2/8/2023,3/8/2023,31/7/2023,NA,NA,13/8/2023,PASOC,10/8/2023,T001-9478,AGERSA,10/8/2023,32,PACKING CHAO,,11/8/2023,32,29/8/2023,29/8/2023,EG07-00000125,,"Carga completada. Quedó en CP. sin booking,punto de llegada[23-063-HPER/4700002841-4/TCNU7109410]",4700002841-4,,
2023-2024,LIQUIDADO,23-063-HPER,4700002841-4,TATIANA,JCK,E & E,PUNNET PET 11OZ 5X7,,858,"497,520.00",UN,USD,"29,851.20","29,851.20",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,691,16/5/2023,30/6/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,FANU1325310,25/7/2023,28/7/2023,30,ASLCLS00029253,MAERSK ACADIA 327W,1/8/2023,31,SI,20/7/2023,IMUPESA,PASOC,82649,20/7/2023,27/7/2023,118-2023-10-283900-01-4-00,2/8/2023,3/8/2023,31/7/2023,NA,NA,13/8/2023,PASOC,10/8/2023,T001-9477,AGERSA,10/8/2023,32,PACKING SALAVERRY,,27/9/2023,39,29/9/2023,26/9/2023,EG07-00000134,,"Carga completada. Quedó en CP. sin booking,punto de llegada[23-063-HPER/4700002841-4/FANU1325310]",4700002841-4,,
2023-2024,LIQUIDADO,23-063-HPER,4700002841-4,TATIANA,JCK,E & E,PUNNET PET 11OZ 5X7,,858,"498,240.00",UN,USD,"29,894.40","29,894.40",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,692,16/5/2023,30/6/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,FANU1842550,25/7/2023,28/7/2023,30,ASLCLS00029253,MAERSK ACADIA 327W,1/8/2023,31,SI,20/7/2023,IMUPESA,PASOC,82649,20/7/2023,27/7/2023,118-2023-10-283900-01-4-00,2/8/2023,3/8/2023,31/7/2023,NA,NA,13/8/2023,PASOC,11/8/2023,T001-9546,AGERSA,11/8/2023,32,PACKING SALAVERRY,,27/9/2023,39,29/9/2023,26/9/2023,EG07-00000137,,"Carga completada. Quedó en CP. sin booking,punto de llegada[23-063-HPER/4700002841-4/FANU1842550]",4700002841-4,,
2023-2024,LIQUIDADO,23-064-HPER,4700002841-5,TATIANA,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,,857,"244,776.00",UN,USD,"23,498.50","23,498.50",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,658,16/5/2023,12/7/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,FDCU0172885,13/7/2023,16/7/2023,28,ASLS00029254,MAERSK BISCAYNE 326W,20/7/2023,29,SI,18/7/2023,IMUPESA,PASOC,82414,18/7/2023,19/7/2023,118-2023-10-271635-01-9-00,21/7/2023,22/7/2023,21/7/2023,NA,NA,3/8/2023,PASOC,25/7/2023,T001-8428,AGERSA,25/7/2023,30,PACKING CHAO,,1/8/2023,31,1/8/2023,31/7/2023,EG07-00000097,,"Completado. Quedó en CP. sin Factura,booking,etiquetas[23-064-HPER/4700002841-5/FDCU0172885]",4700002841-5,,
2023-2024,LIQUIDADO,23-064-HPER,4700002841-5,TATIANA,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,,857,"244,776.00",UN,USD,"23,498.50","23,498.50",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,658,16/5/2023,12/7/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,HLBU2765101,13/7/2023,16/7/2023,28,ASLS00029254,MAERSK BISCAYNE 326W,20/7/2023,29,SI,18/7/2023,IMUPESA,PASOC,82414,18/7/2023,19/7/2023,118-2023-10-271635-01-9-00,21/7/2023,22/7/2023,21/7/2023,NA,NA,3/8/2023,PASOC,25/7/2023,T001-8431,AGERSA,25/7/2023,30,PACKING CHAO,,11/9/2023,37,12/9/2023,10/9/2023,EG07-00000130,,"Completado. Quedó en CP. sin Factura,booking,etiquetas[23-064-HPER/4700002841-5/HLBU2765101]",4700002841-5,,
2023-2024,LIQUIDADO,23-064-HPER,4700002841-5,TATIANA,JCK,E & E,PUNNET PET 18OZ 7X7 CESTA,,857,"244,776.00",UN,USD,"23,498.50","23,498.50",90,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,658,16/5/2023,12/7/2023,NA,16/5/2023,AIRSEALOG,HAPAG,,HLBU1559512,13/7/2023,16/7/2023,28,ASLS00029254,MAERSK BISCAYNE 326W,20/7/2023,29,SI,18/7/2023,IMUPESA,PASOC,82414,18/7/2023,19/7/2023,118-2023-10-271635-01-9-00,21/7/2023,22/7/2023,21/7/2023,NA,NA,3/8/2023,PASOC,25/7/2023,T001-8430,AGERSA,25/7/2023,30,PACKING CHAO,,1/8/2023,31,1/8/2023,31/7/2023,EG07-00000098,,"Completado. Quedó en CP. sin Factura,booking,etiquetas[23-064-HPER/4700002841-5/HLBU1559512]",4700002841-5,,
2023-2024,LIQUIDADO,23-068-HPER,4700002861,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,,FX23-0028,22.00,BOL,EUR,"7,884.80","8,673.28",20%AP,CIF,SEA,FCL/FCL,ESPAÑA,RIGA,CALLAO,1,40 HC,22,,22/5/2023,NA,NA,DIRECTO,MSC,,TCNU2894964,,2/6/2023,22,MEDULY016452,MSC ATHENS,13/7/2023,28,NO,NA,IMUPESA,AVM,670,2/7/2023,9/7/2023,118-2023-10-252845-01-1-00,14/7/2023,15/7/2023,13/7/2023,18/7/2023,21/7/2023,27/7/2023,AVM,25/7/2023,T001-466,GUZMAN,25/7/2023,30,FUNDO ARMONIA,,3/8/2023,31,7/8/2023,2/8/2023,EG07-00000099,,"Carga completada. Quedó en CP. sin Factura,booking,etiquetas[23-068-HPER/4700002861/TCNU2894964]",4700002861,,
2023-2024,LIQUIDADO,23-068-HPER,4700002861,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,,FX23-0028,22.00,BOL,EUR,"7,884.80","8,673.28",20%AP,CIF,SEA,FCL/FCL,ESPAÑA,RIGA,CALLAO,1,40 HC,22,,22/5/2023,NA,NA,DIRECTO,MSC,,MSMU4717505,,2/6/2023,22,MEDULY016452,MSC ATHENS,13/7/2023,28,NO,NA,IMUPESA,AVM,670,2/7/2023,9/7/2023,118-2023-10-252845-01-1-00,14/7/2023,15/7/2023,13/7/2023,18/7/2023,21/7/2023,27/7/2023,AVM,25/7/2023,T001-465,GUZMAN,25/7/2023,30,FUNDO ARMONIA,,3/8/2023,31,7/8/2023,2/8/2023,EG07-00000101,,"Carga completada. Quedó en CP. sin Factura,booking,etiquetas[23-068-HPER/4700002861/MSMU4717505]",4700002861,,
2023-2024,LIQUIDADO,23-068-HPER,4700002861,TATIANA,PROJAR,SUSTRATOS,TURBA BLEND 1530F,,FX23-0028,22.00,BOL,EUR,"7,884.80","8,673.28",20%AP,CIF,SEA,FCL/FCL,ESPAÑA,RIGA,CALLAO,1,40 HC,22,,22/5/2023,NA,NA,DIRECTO,MSC,,MEDU4836250,,2/6/2023,22,MEDULY016452,MSC ATHENS,13/7/2023,28,NO,NA,IMUPESA,AVM,670,2/7/2023,9/7/2023,118-2023-10-252845-01-1-00,14/7/2023,15/7/2023,13/7/2023,18/7/2023,21/7/2023,27/7/2023,AVM,25/7/2023,T001-464,GUZMAN,25/7/2023,30,FUNDO ARMONIA,,3/8/2023,31,7/8/2023,2/8/2023,EG07-00000100,,"Carga completada. Quedó en CP. sin Factura,booking,etiquetas[23-068-HPER/4700002861/MEDU4836250]",4700002861,,
2023-2024,LIQUIDADO,23-069-HPER,4700002856,TATIANA,SJP,E & E,BOLSA DE POLIETILENO PARA ENVASAR ARANDANO,,110-76,"1,350,000.00",UN,USD,"236,250.00","236,250.00",60,EXW,SEA,FCL/FCL,CHILE,SAN ANTONIO,CALLAO,1,40 HC,17,,30/5/2023,26/5/2023,29/5/2023,AIRSEALOG,HAPAG,,UACU6015725,,20/6/2023,25,ASLCLS00029309,MSC ELISA XIII,1/7/2023,26,SI,19/6/2023,IMUPESA,PASOC,79969,19/6/2023,30/6/2023, 118-2023-10-245600-01-7-00,1/7/2023,1/7/2023,1/7/2023,NA,NA,,PASOC,4/7/2023,T001-7193,GUZMAN,5/7/2023,27,FUNDO ARMONIA,,7/7/2023,27,7/7/2023,,EG07-00000080,,"carga completada.Faltó en CP. etiquetas,booking[23-069-HPER/4700002856/UACU6015725]",4700002856,,
2023-2024,LIQUIDADO,23-070-HPER,PEA23W1901 ,TATIANA,BVB,SUSTRATOS,TURBA,SAMPLE,B697894,1.00,PKG,EUR,"4,478.00","4,925.80",,FCA,AIR,AIR,ESTONIA,TALLIN,LIMA, - , - ,1,,NA,,,NA,AIR CANADA,,,,10/6/2023,23,TA20047462,,19/6/2023,25,NO,NA,TALMA,AVM,594,14/6/2023,16/6/2023,235-2023-10-085191-01-0-00,16/6/2023,16/6/2023,19/6/2023,5/7/2023,12/7/2023,,NA,12/7/2023,NA,AGERSA,NA,#¡VALOR!,,,18/6/2023,24,,17/6/2023,,,,PEA23W1901 ,,
2023-2024,LIQUIDADO,23-071-HPER,4700002846,TATIANA,LEGRO,SUSTRATOS,SUSTRATO FINO OPTIMA YP,,23HOR7477,24.00,BOL,EUR,"10,792.80","11,872.08",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,9/6/2023,NA,NA,DIRECTO,HAPAG,,CAIU9034301,,24/6/2023,25,HLCURTM230601965,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,682,16/7/2023,24/7/2023,118-2023-10-277299-01-0-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,9/8/2023,T001-541,GUZMAN,9/8/2023,32,FUNDO ARMONIA,,14/8/2023,33,22/8/2023,13/8/2023,EG07-00000110,,"Carga completada.Quedó en CP sin Ag. de carga,factura,booking,diferencia en forma de pago en CP 30 en planilla 0[23-071-HPER/4700002846/CAIU9034301]",4700002846,,
2023-2024,LIQUIDADO,23-071-HPER,4700002862-1,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR7477,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,TGBU6912937,,24/6/2023,25,HLCURTM230601965,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,682,16/7/2023,24/7/2023,118-2023-10-277299-01-0-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,9/8/2023,T001-543,GUZMAN,9/8/2023,32,FUNDO ARMONIA,,14/8/2023,33,22/8/2023,13/8/2023,EG07-00000111,,Carga completada.Quedó en CP. sin booking  [23-077-HPER/4700002862-1/TGBU6912937],4700002862-1,,
2023-2024,LIQUIDADO,23-071-HPER,4700002862-1,TATIANA,LEGRO,SUSTRATOS,SUSTRATO LEGRO LB 07PFINE,,23HOR7477,24.00,BOL,EUR,"9,987.00","10,985.70",0,CFR,SEA,FCL/FCL,PAISES BAJOS,ROTTERDAM,CALLAO,1,40 HC,24,,1/6/2023,NA,NA,DIRECTO,HAPAG,,BMOU4610446,,24/6/2023,25,HLCURTM230601965,CMA CGM JACQUES JOSEPH,28/7/2023,30,SI,30/6/2023,IMUPESA,AVM,682,16/7/2023,24/7/2023,118-2023-10-277299-01-0-00,29/7/2023,30/7/2023,28/7/2023,2/8/2023,8/8/2023,18/8/2023,AVM,9/8/2023,T001-548,GUZMAN,9/8/2023,32,FUNDO ARMONIA,,14/8/2023,33,22/8/2023,13/8/2023,EG07-00000109,,Carga completada.Quedó en CP. sin booking [23-077-HPER/4700002862-1/BMOU4610446],4700002862-1,,
